id,source_zh,reference_vi,prediction_vi,damage_level,prompt_type,model_name,backend,temperature,operation,status,"metric__bleu_max_order=1,smooth=True","metric__bleu_max_order=2,smooth=True","metric__bleu_max_order=3,smooth=True","metric__bleu_max_order=4,smooth=True","metric__chrf_char_order=4,word_order=0","metric__chrf_char_order=4,word_order=2","metric__chrf_char_order=6,word_order=0","metric__chrf_char_order=6,word_order=2",metric__rouge_rouge_type=rouge1,metric__rouge_rouge_type=rouge2,metric__rouge_rouge_type=rouge4,metric__rouge_rouge_type=rougeL,"metric__meteor_alpha=0.2,beta=3,gamma=0.0","metric__meteor_alpha=0.2,beta=3,gamma=0.5","metric__meteor_alpha=0.9,beta=3,gamma=0.0","metric__meteor_alpha=0.9,beta=3,gamma=0.5","metric__bertscore_lang=en,num_layers=None","metric__bertscore_lang=en,num_layers=5","metric__bertscore_lang=vi,num_layers=None","metric__bertscore_lang=vi,num_layers=5",metric__comet_model_name=Unbabel/eamt22-cometinho-da,metric__bleurt_checkpoint=bleurt-tiny-128,metric__bleurt_checkpoint=bleurt-base-512,metric__bleurt_checkpoint=bleurt-large-512,metric__bleurt_checkpoint=BLEURT-20-D12,metric__comet_model_name=Unbabel/wmt22-comet-da,metric__comet_model_name=Unbabel/wmt20-comet-da,metric__comet_model_name=Unbabel/wmt20-comet-qe-da
vi-zh-2022-test-0002,与新冠肺炎病毒共处不仅是医疗卫生问题，而且还涉及国家经济及社会所有活动的运作方式。,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,Sống dịch chung COVID-19 không chỉ là vấn đề mà liên quan tới cách thức hành kinh tế và hoạt động của hội.,4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok,0.6592406302004439,0.5035033481806542,0.38737977941583596,0.28891695547176544,0.6723747531394957,0.6433169773218447,0.5832926069231794,0.5837741920431265,0.8235294117647058,0.6024096385542169,0.27848101265822783,0.8,0.9230769230769229,0.8786391559829058,0.7272727272727273,0.6922611531986532,0.9629307389259338,0.9460547566413879,0.8782268762588501,0.9088875651359558,0.3915899693965912,0.5568953156471252,0.726189374923706,0.3714756667613983,0.6293962597846985,0.6387426257133484,-0.3608856201171875,-0.3926015794277191
vi-zh-2022-test-0002,与新冠肺炎病毒共处不仅是医疗卫生问题，而且还涉及国家经济及社会所有活动的运作方式。,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,chung dịch COVID-19 vấn về mà còn quan tới vận hành nền kinh động xã hội,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok,0.32465246735834974,0.22956396119803338,0.15069032672953536,0.11223910575107081,0.4610316143135339,0.4348771441362025,0.38590394342911677,0.38506643328317286,0.6666666666666666,0.5205479452054794,0.17391304347826086,0.6666666666666666,0.8163265306122449,0.7436822385204082,0.4968944099378882,0.4526761451863354,0.937406599521637,0.916501522064209,0.7980913519859314,0.8117927312850952,-0.7203342318534851,0.0038973651826381683,0.3608885407447815,-0.005891398526728153,0.33200883865356445,0.5406425595283508,-0.9741697311401367,-0.7164201736450195
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999980003759293,1.0,0.9999980003759293,1.0,1.0,1.0,0.9999999403953552,1.1821904182434082,0.546789288520813,0.7305655479431152,0.6199150681495667,0.9481232762336731,0.9522429704666138,0.9989368319511414,0.4847501814365387
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","Đe nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok,0.984375,0.9842509842514764,0.9841242957755433,0.9839948356327152,0.9908030340266752,0.9885350146626033,0.990313108511431,0.9887345753671881,0.9940119760479043,0.993939393939394,0.9937888198757764,0.9940119760479043,0.9841269841269841,0.9841249194787175,0.9841269841269841,0.9841249194787175,0.9944053292274475,0.9890885949134827,0.9845127463340759,0.9854397177696228,0.9376298785209656,0.546789288520813,0.7305655479431152,0.6199150681495667,0.8795216679573059,0.9248298406600952,0.9196433424949646,0.39319995045661926
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","Đe nen kinh te phat trien on đinh, som phuc hoi, đai bieu Le Minh Hoan, đoan đai bieu Quoc hoi tinh Đong Thap, cho rang can xet đen tinh tu chu cua nen kinh te, co chinh sach nang cao suc chu đong, suc chong chiu, tinh tu chu cua nen kinh te.",2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok,0.24990484928942988,0.12595607470075468,0.07999163042344867,0.05382628562523853,0.4199517130987233,0.3278673412042108,0.30492246298607556,0.26461649654641356,0.10218978102189781,0.014814814814814815,0.0,0.10218978102189781,0.24115755627009647,0.17942122186495177,0.2384737678855326,0.17742448330683624,0.76056307554245,0.6975711584091187,0.5761718153953552,0.6023642420768738,-1.8216370344161987,0.5387656688690186,0.7327343225479126,0.5747779607772827,0.08027494698762894,0.3666122853755951,-1.7694900035858154,-1.0018815994262695
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","Để nền kinh tế phát triển ổn định, sớm phục hồi, biểu Lê Minh Hoan, đại biểu Quốc hội tỉnh Tháp, cho xem xét tính tự chủ của nền kinh tế, có chính sách nâng sức chủ động, sức chịu, tính tự chủ của nền kinh tế.",3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok,0.8646291905075962,0.816106033850696,0.7589929163908159,0.6965387512321775,0.8308660797566002,0.8356769219528064,0.7942154349699684,0.8069891713175494,0.922077922077922,0.855263157894737,0.6621621621621623,0.922077922077922,0.9717314487632508,0.9702362526647782,0.8842443729903536,0.8828837926177885,0.9751514792442322,0.963822066783905,0.9516807198524475,0.9496327638626099,0.7843976616859436,0.45233458280563354,0.6098722219467163,0.31313249468803406,0.6545897126197815,0.9014533162117004,0.7976054549217224,0.23508284986019135
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","nền tế kinh phát định, sớm phục hồi, đại biểu Lê Minh Hoan, đại biểu Quốc hội Đồng Tháp, cho rằng cần xem đến tự chủ của nền kinh cao chủ động, chống chịu, tính tự chủ kinh",4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok,0.6493274254850194,0.5537482890510016,0.4937773271944613,0.4392476749314863,0.6570005932410425,0.6506497134419196,0.6007726615634398,0.6100662196173557,0.7971014492753623,0.6470588235294118,0.4393939393939394,0.7826086956521738,0.9205020920502092,0.862970711297071,0.7201309328968903,0.6751227495908347,0.9547281265258789,0.9424968957901001,0.8487122058868408,0.8935534954071045,-0.09448469430208206,0.38492250442504883,0.48794806003570557,0.19534055888652802,0.38525593280792236,0.7175304293632507,-0.1942853182554245,-0.26239222288131714
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.",kinh phát triển ổn phục biểu Minh Hoan đại hội tỉnh Đồng Tháp xem đến tính tự nền kinh tế có sách nâng chủ động chống chịu tự,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok,0.2865047968601901,0.2025894847023147,0.1377371400542068,0.08711349383019862,0.4537161361293252,0.4253676158765731,0.3834681575429617,0.3797705631919731,0.6612903225806451,0.4754098360655738,0.20338983050847456,0.6612903225806451,0.7999999999999999,0.6937317784256559,0.47058823529411764,0.4080775167209741,0.9267756342887878,0.9250606894493103,0.783094584941864,0.818494975566864,-0.9931332468986511,0.07939958572387695,0.23835211992263794,-0.29369667172431946,0.28402918577194214,0.5877881646156311,-0.9832754731178284,-0.6366849541664124
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19","Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998518518518519,1.0,0.9998518518518519,0.9999998807907104,0.9999998807907104,0.9999999403953552,1.0,1.706997036933899,0.730526864528656,1.089443325996399,0.9844686388969421,0.9601040482521057,0.9634841084480286,1.2339820861816406,-0.01655639335513115
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19","Som phục hồi kinh tế, sống chung an toàn với dịch COVID - 19",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok,0.9375,0.9354143466934853,0.933127789204312,0.9306048591020997,0.9613365383716911,0.9512084858985879,0.9585359129934566,0.951640029983188,0.9230769230769231,0.918918918918919,0.9090909090909091,0.9230769230769231,0.9333333333333333,0.9331632653061225,0.9333333333333333,0.9331632653061225,0.9836452603340149,0.9727789163589478,0.9608678221702576,0.9481551647186279,1.0947436094284058,0.730526864528656,1.089443325996399,0.9844686388969421,0.818729043006897,0.8688458800315857,0.7387878894805908,-0.49507269263267517
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19","Som phuc hoi kinh te, song chung toan voi dich COVID - 19",2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok,0.43449596386187733,0.2944279028472304,0.2315658504475443,0.17617947638518647,0.538543620951455,0.45075883301319786,0.43411648144934906,0.3943846070381644,0.25,0.06666666666666667,0.0,0.25,0.42253521126760557,0.3599374021909233,0.40268456375838935,0.3430275913497391,0.7833361029624939,0.7210426926612854,0.6591817140579224,0.7194205522537231,-1.0937461853027344,0.7656598687171936,1.0220755338668823,0.8268890976905823,0.2834452986717224,0.4117833077907562,-1.3359005451202393,-1.1858793497085571
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19",Sớm phục hồi kinh sống chung an toàn với dịch - 19,3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok,0.7788007830714049,0.7109445944848266,0.6303780500177145,0.5588559869229761,0.7844424060385733,0.7738280919124052,0.7429491438346397,0.7453580027979018,0.9473684210526316,0.8333333333333333,0.6875,0.9473684210526316,0.9523809523809523,0.9449404761904762,0.8163265306122449,0.8099489795918368,0.9719394445419312,0.9623951315879822,0.8645143508911133,0.9059925079345703,0.644822359085083,0.5736252069473267,0.7062477469444275,0.28513380885124207,0.5885216593742371,0.764409065246582,0.5332897305488586,-0.47340795397758484
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19","Sớm kinh hồi tế, sống an dịch COVID - 19",4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok,0.6951439283988786,0.5133978155510909,0.4184859861768317,0.3261942074256504,0.5463304827974087,0.5566581027169847,0.448958178904435,0.48107853997217026,0.787878787878788,0.4516129032258065,0.07407407407407408,0.7272727272727274,0.9322033898305084,0.8565625437736377,0.7534246575342465,0.6922902751047209,0.9546146392822266,0.932695209980011,0.8724000453948975,0.9097753763198853,0.5660741925239563,0.3512476086616516,0.45018619298934937,0.19971893727779388,0.5504007935523987,0.687311589717865,-0.510365903377533,-0.7943241596221924
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19",hồi kinh tế toàn với - 19,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok,0.31890655732397044,0.26952523378317716,0.1976576764703849,0.14897336427258187,0.3613783799702005,0.38194757358019615,0.3041043380819897,0.33391108317588314,0.6206896551724138,0.44444444444444436,0.1739130434782609,0.6206896551724138,0.813953488372093,0.7819174181300427,0.49295774647887325,0.47355561943087093,0.9195650219917297,0.8942270874977112,0.7827916145324707,0.7676659226417542,-0.9910857677459717,-0.16787952184677124,0.053423017263412476,-0.13484348356723785,0.2498023957014084,0.5401172041893005,-1.3487647771835327,-1.0773905515670776
vi-zh-2022-test-0005,此外，进出口还实现了正增长。,"Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.","Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998518518518519,1.0,0.9998518518518519,1.0,0.9999999403953552,1.0000001192092896,1.0,1.52608060836792,0.7725951671600342,1.0372966527938843,0.9986114501953125,0.9661136865615845,0.9799788594245911,1.270804762840271,0.21415628492832184
vi-zh-2022-test-0005,此外，进出口还实现了正增长。,"Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.","Ngoai ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok,0.9375,0.9354143466934853,0.933127789204312,0.9306048591020997,0.9456267987460172,0.9407353261481383,0.933095808043504,0.9325599512707231,0.9333333333333332,0.9302325581395349,0.9230769230769231,0.9333333333333332,0.9333333333333333,0.9331632653061225,0.9333333333333333,0.9331632653061225,0.9929014444351196,0.9880518913269043,0.9394242763519287,0.9206783771514893,1.2582919597625732,0.7725951671600342,1.0372966527938843,0.9986114501953125,0.8961933851242065,0.9509604573249817,1.1753172874450684,0.16017687320709229
