id,source_zh,reference_vi,prediction_vi,damage_level,prompt_type,model_name,backend,temperature,operation,status
vi-zh-2022-test-0002,与新冠肺炎病毒共处不仅是医疗卫生问题，而且还涉及国家经济及社会所有活动的运作方式。,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,Sống dịch chung COVID-19 không chỉ là vấn đề mà liên quan tới cách thức hành kinh tế và hoạt động của hội.,4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
vi-zh-2022-test-0002,与新冠肺炎病毒共处不仅是医疗卫生问题，而且还涉及国家经济及社会所有活动的运作方式。,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,chung dịch COVID-19 vấn về mà còn quan tới vận hành nền kinh động xã hội,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","Đe nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","Đe nen kinh te phat trien on đinh, som phuc hoi, đai bieu Le Minh Hoan, đoan đai bieu Quoc hoi tinh Đong Thap, cho rang can xet đen tinh tu chu cua nen kinh te, co chinh sach nang cao suc chu đong, suc chong chiu, tinh tu chu cua nen kinh te.",2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","Để nền kinh tế phát triển ổn định, sớm phục hồi, biểu Lê Minh Hoan, đại biểu Quốc hội tỉnh Tháp, cho xem xét tính tự chủ của nền kinh tế, có chính sách nâng sức chủ động, sức chịu, tính tự chủ của nền kinh tế.",3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.","nền tế kinh phát định, sớm phục hồi, đại biểu Lê Minh Hoan, đại biểu Quốc hội Đồng Tháp, cho rằng cần xem đến tự chủ của nền kinh cao chủ động, chống chịu, tính tự chủ kinh",4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
vi-zh-2022-test-0003,为使经济尽可能早地恢复并可持续发展，同塔省国会代表黎明欢表示，应考虑经济自主性，制定政策提高经济主动性、抵御力和自主性。,"Để nền kinh tế phát triển ổn định, sớm phục hồi, đại biểu Lê Minh Hoan, đoàn đại biểu Quốc hội tỉnh Đồng Tháp, cho rằng cần xem xét đến tính tự chủ của nền kinh tế, có chính sách nâng cao sức chủ động, sức chống chịu, tính tự chủ của nền kinh tế.",kinh phát triển ổn phục biểu Minh Hoan đại hội tỉnh Đồng Tháp xem đến tính tự nền kinh tế có sách nâng chủ động chống chịu tự,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19","Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19","Som phục hồi kinh tế, sống chung an toàn với dịch COVID - 19",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19","Som phuc hoi kinh te, song chung toan voi dich COVID - 19",2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19",Sớm phục hồi kinh sống chung an toàn với dịch - 19,3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19","Sớm kinh hồi tế, sống an dịch COVID - 19",4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
vi-zh-2022-test-0004,尽早恢复经济、与病毒安全共处,"Sớm phục hồi kinh tế, sống chung an toàn với dịch COVID - 19",hồi kinh tế toàn với - 19,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok
vi-zh-2022-test-0005,此外，进出口还实现了正增长。,"Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.","Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok
vi-zh-2022-test-0005,此外，进出口还实现了正增长。,"Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.","Ngoai ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok
vi-zh-2022-test-0005,此外，进出口还实现了正增长。,"Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.","Ngoai ra, mot so tin hieu xuat nhap khau van tang truong.",2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok
vi-zh-2022-test-0005,此外，进出口还实现了正增长。,"Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.","Ngoài ra, một số tín hiệu xuất nhập vẫn tăng trưởng.",3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok
vi-zh-2022-test-0005,此外，进出口还实现了正增长。,"Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.",một tín số về nhập khẩu vẫn tăng trưởng.,4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
vi-zh-2022-test-0005,此外，进出口还实现了正增长。,"Ngoài ra, một số tín hiệu về xuất nhập khẩu vẫn tăng trưởng.",Ngoài tín hiệu về xuất nhập,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok
vi-zh-2022-test-0006,国会将就此颁布更详细的新决议。,Chắc chắn Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,Chắc chắn Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok
vi-zh-2022-test-0006,国会将就此颁布更详细的新决议。,Chắc chắn Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,Chac chắn Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok
vi-zh-2022-test-0006,国会将就此颁布更详细的新决议。,Chắc chắn Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,Chac chan Quoc hoi se ban hanh quyet noi ro van đe nay.,2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok
vi-zh-2022-test-0006,国会将就此颁布更详细的新决议。,Chắc chắn Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok
vi-zh-2022-test-0006,国会将就此颁布更详细的新决议。,Chắc chắn Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,Chắc sẽ chắn ban hành Nghị quyết rõ vấn đề,4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
vi-zh-2022-test-0006,国会将就此颁布更详细的新决议。,Chắc chắn Quốc hội sẽ ban hành Nghị quyết nói rõ vấn đề này.,hội ban Nghị quyết nói rõ vấn,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok
vi-zh-2022-test-0007,防疫工作的方针是安全、灵活适应和有效防控，先决条件是提高疫苗覆盖率。,"Về phòng chống dịch, cần đặt trọng tâm vào chủ trương thích ứng an toàn, linh hoạt và có hiệu quả với dịch bệnh, điều kiện tiên quyết là bao phủ vaccine.","Về phòng chống dịch, cần đặt trọng tâm vào chủ trương thích ứng an toàn, linh hoạt và có hiệu quả với dịch bệnh, điều kiện tiên quyết là bao phủ vaccine.",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok
vi-zh-2022-test-0007,防疫工作的方针是安全、灵活适应和有效防控，先决条件是提高疫苗覆盖率。,"Về phòng chống dịch, cần đặt trọng tâm vào chủ trương thích ứng an toàn, linh hoạt và có hiệu quả với dịch bệnh, điều kiện tiên quyết là bao phủ vaccine.","Ve phòng chống dịch, cần đặt trọng tâm vào chủ trương thích ứng an toàn, linh hoạt và có hiệu quả với dịch bệnh, điều kiện tiên quyết là bao phủ vaccine.",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok
vi-zh-2022-test-0007,防疫工作的方针是安全、灵活适应和有效防控，先决条件是提高疫苗覆盖率。,"Về phòng chống dịch, cần đặt trọng tâm vào chủ trương thích ứng an toàn, linh hoạt và có hiệu quả với dịch bệnh, điều kiện tiên quyết là bao phủ vaccine.","Ve phong chong dich, can đat trong tam vao chu truong thich ung an toan, linh va co hieu qua voi dich benh, đieu kien tien quyet la bao phu vaccine.",2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok
vi-zh-2022-test-0007,防疫工作的方针是安全、灵活适应和有效防控，先决条件是提高疫苗覆盖率。,"Về phòng chống dịch, cần đặt trọng tâm vào chủ trương thích ứng an toàn, linh hoạt và có hiệu quả với dịch bệnh, điều kiện tiên quyết là bao phủ vaccine.","Về phòng chống dịch, cần đặt trọng tâm vào chủ trương thích an toàn, linh hoạt và với bệnh, điều kiện tiên quyết là bao phủ vaccine.",3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok
vi-zh-2022-test-0007,防疫工作的方针是安全、灵活适应和有效防控，先决条件是提高疫苗覆盖率。,"Về phòng chống dịch, cần đặt trọng tâm vào chủ trương thích ứng an toàn, linh hoạt và có hiệu quả với dịch bệnh, điều kiện tiên quyết là bao phủ vaccine.","Về chống phòng dịch, cần đặt tâm vào thích an toàn, linh hoạt hiệu quả với dịch bệnh, điều là bao phủ",4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
vi-zh-2022-test-0007,防疫工作的方针是安全、灵活适应和有效防控，先决条件是提高疫苗覆盖率。,"Về phòng chống dịch, cần đặt trọng tâm vào chủ trương thích ứng an toàn, linh hoạt và có hiệu quả với dịch bệnh, điều kiện tiên quyết là bao phủ vaccine.",phòng trọng tâm vào chủ trương ứng toàn linh và có hiệu kiện tiên quyết phủ,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok
vi-zh-2022-test-0008,越南不能一直封闭，要重新开放，以解决就业、收入、经济社会发展等问题。,"Việt Nam không thể đóng cửa mãi, mà phải mở cửa để giải quyết việc làm, thu nhập, phát triển kinh tế - xã hội.","Việt Nam không thể đóng cửa mãi, mà phải mở cửa để giải quyết việc làm, thu nhập, phát triển kinh tế - xã hội.",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok
vi-zh-2022-test-0008,越南不能一直封闭，要重新开放，以解决就业、收入、经济社会发展等问题。,"Việt Nam không thể đóng cửa mãi, mà phải mở cửa để giải quyết việc làm, thu nhập, phát triển kinh tế - xã hội.","Viet Nam không thể đóng cửa mãi, mà phải mở cửa để giải quyết việc làm, thu nhập, phát triển kinh tế - xã hội.",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok
vi-zh-2022-test-0008,越南不能一直封闭，要重新开放，以解决就业、收入、经济社会发展等问题。,"Việt Nam không thể đóng cửa mãi, mà phải mở cửa để giải quyết việc làm, thu nhập, phát triển kinh tế - xã hội.","Viet Nam khong the đong cua mai, ma phai mo cua đe quyet viec lam, thu nhap, phat trien kinh te - xa hoi.",2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok
vi-zh-2022-test-0008,越南不能一直封闭，要重新开放，以解决就业、收入、经济社会发展等问题。,"Việt Nam không thể đóng cửa mãi, mà phải mở cửa để giải quyết việc làm, thu nhập, phát triển kinh tế - xã hội.","Việt Nam không đóng cửa mãi, mà phải cửa để quyết việc làm, thu nhập, phát triển kinh tế - hội.",3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok
vi-zh-2022-test-0008,越南不能一直封闭，要重新开放，以解决就业、收入、经济社会发展等问题。,"Việt Nam không thể đóng cửa mãi, mà phải mở cửa để giải quyết việc làm, thu nhập, phát triển kinh tế - xã hội.","Việt đóng thể mãi, mà phải mở cửa để giải quyết việc làm, nhập, kinh tế - xã",4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
vi-zh-2022-test-0008,越南不能一直封闭，要重新开放，以解决就业、收入、经济社会发展等问题。,"Việt Nam không thể đóng cửa mãi, mà phải mở cửa để giải quyết việc làm, thu nhập, phát triển kinh tế - xã hội.",không đóng cửa mãi phải mở để làm kinh tế xã hội,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok
vi-zh-2022-test-0009,2021年是越南实施2021-2026年新阶段性别平等战略的第一年。,Năm 2021 là năm Việt Nam bắt đầu thực hiện Chiến lược bình đẳng giới của giai đoạn mới (2021- 2026).,Năm 2021 là năm Việt Nam bắt đầu thực hiện Chiến lược bình đẳng giới của giai đoạn mới (2021- 2026).,0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok
vi-zh-2022-test-0009,2021年是越南实施2021-2026年新阶段性别平等战略的第一年。,Năm 2021 là năm Việt Nam bắt đầu thực hiện Chiến lược bình đẳng giới của giai đoạn mới (2021- 2026).,Nam 2021 là năm Việt Nam bắt đầu thực hiện Chiến lược bình đẳng giới của giai đoạn mới (2021- 2026).,1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok
vi-zh-2022-test-0009,2021年是越南实施2021-2026年新阶段性别平等战略的第一年。,Năm 2021 là năm Việt Nam bắt đầu thực hiện Chiến lược bình đẳng giới của giai đoạn mới (2021- 2026).,Nam 2021 la nam Viet Nam bat đau thuc hien luoc binh đang gioi cua giai đoan moi (2021- 2026).,2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok
vi-zh-2022-test-0009,2021年是越南实施2021-2026年新阶段性别平等战略的第一年。,Năm 2021 là năm Việt Nam bắt đầu thực hiện Chiến lược bình đẳng giới của giai đoạn mới (2021- 2026).,Năm năm Việt Nam bắt đầu thực hiện lược bình đẳng giới của giai đoạn mới (2021- 2026).,3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok
vi-zh-2022-test-0009,2021年是越南实施2021-2026年新阶段性别平等战略的第一年。,Năm 2021 là năm Việt Nam bắt đầu thực hiện Chiến lược bình đẳng giới của giai đoạn mới (2021- 2026).,2021 năm là Việt Nam bắt đầu thực hiện Chiến lược của mới (2021- 2026).,4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
vi-zh-2022-test-0009,2021年是越南实施2021-2026年新阶段性别平等战略的第一年。,Năm 2021 là năm Việt Nam bắt đầu thực hiện Chiến lược bình đẳng giới của giai đoạn mới (2021- 2026).,Năm 2021 năm Nam hiện lược đẳng của giai đoạn,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok
vi-zh-2022-test-0010,其他研究也显示，新冠肺炎疫情对女性产生了深远的影响，女性失业率比男性高得多，但仍要肩负在学校停课期间照顾家庭和孩子的重担。,"Các nghiên cứu khác cũng cho thấy dịch Covid-19 đã tác động sâu sắc đối với phụ nữ, những người có nguy cơ mất việc làm cao hơn nhiều so với nam giới, trong khi vẫn phải đảm nhận gánh nặng trong sóc gia đình, con cái khi các trường học bị đóng cửa.","Các nghiên cứu khác cũng cho thấy dịch Covid-19 đã tác động sâu sắc đối với phụ nữ, những người có nguy cơ mất việc làm cao hơn nhiều so với nam giới, trong khi vẫn phải đảm nhận gánh nặng trong sóc gia đình, con cái khi các trường học bị đóng cửa.",0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok
vi-zh-2022-test-0010,其他研究也显示，新冠肺炎疫情对女性产生了深远的影响，女性失业率比男性高得多，但仍要肩负在学校停课期间照顾家庭和孩子的重担。,"Các nghiên cứu khác cũng cho thấy dịch Covid-19 đã tác động sâu sắc đối với phụ nữ, những người có nguy cơ mất việc làm cao hơn nhiều so với nam giới, trong khi vẫn phải đảm nhận gánh nặng trong sóc gia đình, con cái khi các trường học bị đóng cửa.","Cac nghiên cứu khác cũng cho thấy dịch Covid-19 đã tác động sâu sắc đối với phụ nữ, những người có nguy cơ mất việc làm cao hơn nhiều so với nam giới, trong khi vẫn phải đảm nhận gánh nặng trong sóc gia đình, con cái khi các trường học bị đóng cửa.",1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok
vi-zh-2022-test-0010,其他研究也显示，新冠肺炎疫情对女性产生了深远的影响，女性失业率比男性高得多，但仍要肩负在学校停课期间照顾家庭和孩子的重担。,"Các nghiên cứu khác cũng cho thấy dịch Covid-19 đã tác động sâu sắc đối với phụ nữ, những người có nguy cơ mất việc làm cao hơn nhiều so với nam giới, trong khi vẫn phải đảm nhận gánh nặng trong sóc gia đình, con cái khi các trường học bị đóng cửa.","Cac nghien cuu khac cung cho thay dich Covid-19 đa tac đong sau sac đoi voi phu nu, nhung nguoi co nguy co mat viec lam cao nhieu so voi nam gioi, trong khi van phai đam nhan ganh nang trong soc gia đinh, con cai khi cac truong hoc bi đong cua.",2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok
vi-zh-2022-test-0010,其他研究也显示，新冠肺炎疫情对女性产生了深远的影响，女性失业率比男性高得多，但仍要肩负在学校停课期间照顾家庭和孩子的重担。,"Các nghiên cứu khác cũng cho thấy dịch Covid-19 đã tác động sâu sắc đối với phụ nữ, những người có nguy cơ mất việc làm cao hơn nhiều so với nam giới, trong khi vẫn phải đảm nhận gánh nặng trong sóc gia đình, con cái khi các trường học bị đóng cửa.","Các nghiên cứu khác cũng cho thấy dịch đã động sâu sắc đối phụ những người có nguy cơ mất việc làm cao hơn nhiều so với nam giới, trong khi vẫn phải đảm gánh trong sóc gia đình, con khi các trường học đóng cửa.",3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok
vi-zh-2022-test-0010,其他研究也显示，新冠肺炎疫情对女性产生了深远的影响，女性失业率比男性高得多，但仍要肩负在学校停课期间照顾家庭和孩子的重担。,"Các nghiên cứu khác cũng cho thấy dịch Covid-19 đã tác động sâu sắc đối với phụ nữ, những người có nguy cơ mất việc làm cao hơn nhiều so với nam giới, trong khi vẫn phải đảm nhận gánh nặng trong sóc gia đình, con cái khi các trường học bị đóng cửa.","Các khác nghiên cũng cho thấy dịch Covid-19 sâu sắc đối phụ nữ, người nguy cơ mất việc làm cao hơn nhiều với trong khi vẫn phải đảm gánh nặng trong gia đình, con các trường học đóng",4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok
